    85.10408599 +3.353097505670846E+001 +0.000000000000000E+000 +3.620393801531325E-001 +2.353594121563588E+000 +5.301755610937376E+000 +5.808645007020027E+000 +5.790425345748454E+000 +3.770623330428807E+000 +2.487714589636215E+000 +2.070277574166350E+000 +1.494798139000882E+000 +1.006592042028141E+000 +5.734939877901357E-001 +3.909275124801485E-001 +3.534995532291278E-001 +2.699363714074667E-001 +1.943141668655175E-001 +1.757164058066542E-001 +1.554079509308873E-001 +1.449241033288621E-001 +1.200508373942631E-001 +1.029415913325650E-001 +9.982996823623973E-002 +9.328898319925975E-002 +9.287339710777527E-002 +8.481387563963891E-002 +8.168182607676810E-002 +7.821519973922224E-002 +7.259418546095844E-002
    85.20408599 +3.350573364227890E+001 +0.000000000000000E+000 +3.582032283449550E-001 +2.323784221250318E+000 +5.310378262315645E+000 +5.815644579408419E+000 +5.778663638637833E+000 +3.760970381202202E+000 +2.492905231288157E+000 +2.098199656831264E+000 +1.474915274973165E+000 +1.024356885871942E+000 +5.619521295930789E-001 +4.004287252475284E-001 +3.524453769629723E-001 +2.693716558608332E-001 +1.976821973961951E-001 +1.721998570835107E-001 +1.483053784729193E-001 +1.426226057987350E-001 +1.184521141769733E-001 +1.052189625354945E-001 +1.001834776630579E-001 +9.302833919302342E-002 +9.362091985589255E-002 +8.359186998631410E-002 +8.068726422024457E-002 +7.512126207661433E-002 +7.280014603161414E-002
    85.30408599 +3.333804974978290E+001 +0.000000000000000E+000 +3.568369242796752E-001 +2.293961715595010E+000 +5.316732673437018E+000 +5.811067719901881E+000 +5.719263422625166E+000 +3.741034317123606E+000 +2.501327624011488E+000 +2.087743165321561E+000 +1.451834270160148E+000 +1.024438561736261E+000 +5.437278331467805E-001 +4.054457782994596E-001 +3.530513138326259E-001 +2.699375382439670E-001 +2.004961736770318E-001 +1.682791960245528E-001 +1.409143011742048E-001 +1.408865839018167E-001 +1.158494406133804E-001 +1.050122542608857E-001 +9.862949107962851E-002 +9.309896023593213E-002 +9.325628617330087E-002 +8.366473450297852E-002 +7.713828787110642E-002 +7.224435416374965E-002 +7.217682838968428E-002
    85.40408599 +3.309942456934896E+001 +0.000000000000000E+000 +3.594673113616558E-001 +2.262372460593264E+000 +5.265524795152963E+000 +5.809363739612279E+000 +5.663257288388639E+000 +3.703446579728177E+000 +2.508861862355976E+000 +2.075656813996130E+000 +1.439411261730025E+000 +1.025178244897868E+000 +5.305696534688276E-001 +4.058161309020460E-001 +3.508689886106325E-001 +2.640310788129555E-001 +1.988872676052381E-001 +1.665445546156598E-001 +1.347535466337849E-001 +1.377288300012021E-001 +1.141492607554471E-001 +1.065024483580952E-001 +9.425695202448661E-002 +9.209561295541688E-002 +9.160324563859105E-002 +8.393533255163779E-002 +7.326540112349147E-002 +7.167618670724676E-002 +7.019972076722651E-002
    85.50408599 +3.289458371567997E+001 +0.000000000000000E+000 +3.561991322439158E-001 +2.233262690405859E+000 +5.273241372485548E+000 +5.809467126105515E+000 +5.620451735313306E+000 +3.672926746877483E+000 +2.503742590656820E+000 +2.062500482697390E+000 +1.406802173393271E+000 +1.019605582356073E+000 +5.125785122869015E-001 +4.056381343568741E-001 +3.513468322572780E-001 +2.578539544576761E-001 +2.013170577052456E-001 +1.637264938296884E-001 +1.314441321353700E-001 +1.333771181434192E-001 +1.128534509071491E-001 +1.054228810721896E-001 +8.921257148380345E-002 +9.153157381043295E-002 +8.852202892543887E-002 +8.297673209440708E-002 +6.986823743524985E-002 +7.087525703156448E-002 +6.783911521210101E-002
    85.60408599 +3.267304118724493E+001 +0.000000000000000E+000 +3.536843652009670E-001 +2.201569174286895E+000 +5.283985883523879E+000 +5.779865320428283E+000 +5.602153457474786E+000 +3.640413438132923E+000 +2.498415826332118E+000 +2.030217504058505E+000 +1.372854471138684E+000 +1.014015987737971E+000 +5.124803034855602E-001 +3.981269147767041E-001 +3.476967403835485E-001 +2.560696270189951E-001 +1.971242183038031E-001 +1.597251271718065E-001 +1.284430644664225E-001 +1.308887279426165E-001 +1.138763809127561E-001 +1.043689417641596E-001 +8.614520133329967E-002 +9.181580428811274E-002 +8.459534713849010E-002 +8.175079694051800E-002 +6.726196172828668E-002 +7.057564277016502E-002 +6.492095850467416E-002
    85.70408599 +3.242879172008621E+001 +0.000000000000000E+000 +3.498455674087915E-001 +2.172709210745634E+000 +5.297812810498911E+000 +5.750028288299162E+000 +5.551032136463243E+000 +3.605609741462792E+000 +2.495550969194446E+000 +2.010808247578159E+000 +1.337376802756640E+000 +1.000216174167676E+000 +5.052410629853721E-001 +3.909069355566628E-001 +3.495302178998664E-001 +2.527898287863545E-001 +1.961116075179148E-001 +1.546017207433551E-001 +1.277779722960075E-001 +1.285090205013546E-001 +1.155458056250101E-001 +1.042853020348961E-001 +8.491610725288486E-002 +9.206024165324111E-002 +7.972190066375585E-002 +8.040011576105806E-002 +6.459561463115931E-002 +6.897664815273225E-002 +6.183166944912967E-002
    85.80408599 +3.216526532844750E+001 +0.000000000000000E+000 +3.522997442261115E-001 +2.155041043628985E+000 +5.327187371885198E+000 +5.697425216580371E+000 +5.500044488010987E+000 +3.565765108151894E+000 +2.459059704495544E+000 +1.981176361266199E+000 +1.300308873017358E+000 +1.000656868445486E+000 +5.025477677915953E-001 +3.892991577144677E-001 +3.503292379916136E-001 +2.481919392884181E-001 +1.991314000117243E-001 +1.501520553262255E-001 +1.234433262192840E-001 +1.253780612739453E-001 +1.167786365328990E-001 +1.030183256313376E-001 +8.114748676761523E-002 +8.897827551666554E-002 +7.699768209408817E-002 +7.885369005166121E-002 +6.371118944161476E-002 +6.826126647273277E-002 +6.008105061347770E-002
    85.90408599 +3.195689644035254E+001 +0.000000000000000E+000 +3.558912054941579E-001 +2.134551975339610E+000 +5.341114619525380E+000 +5.682617610250214E+000 +5.478232896417446E+000 +3.519277821654706E+000 +2.432428780453332E+000 +1.955400793382468E+000 +1.267198988914013E+000 +9.890627670327109E-001 +4.990362569539392E-001 +3.846813140883962E-001 +3.500904008475438E-001 +2.434213337363614E-001 +1.995616545387033E-001 +1.519186580408835E-001 +1.215502763249341E-001 +1.255413365320839E-001 +1.184448937062900E-001 +1.000475033285855E-001 +7.958154837525992E-002 +8.599198083466002E-002 +7.621448906719512E-002 +7.575857249280649E-002 +6.335290455677409E-002 +6.711414057405019E-002 +5.881171789003944E-002
    86.00408599 +3.173562727311898E+001 +0.000000000000000E+000 +3.592451496133321E-001 +2.115737457993043E+000 +5.353650078722404E+000 +5.644664501351529E+000 +5.454495267270235E+000 +3.475643223297848E+000 +2.407623701092332E+000 +1.929769201081797E+000 +1.232935191959598E+000 +9.832373885050397E-001 +5.006370010554041E-001 +3.791203914050820E-001 +3.483218315250222E-001 +2.376966167044081E-001 +2.036583383946705E-001 +1.528598900943136E-001 +1.212718308145613E-001 +1.251340206596679E-001 +1.177905091178117E-001 +9.878482489369608E-002 +7.866144920938516E-002 +8.198090146143087E-002 +7.516001203964505E-002 +7.272028919413910E-002 +6.334693581370016E-002 +6.511888706067118E-002 +5.636238278821099E-002
